Reading,ReadingFurigana,ReadingKana,Occurences,ReadingFrequency,PitchPositions,Definitions
伊達,伊達[だて],だて,56,9634,"0,2","elegance,dandyism,sophistication,having style,affectation,showing off,putting on an air,appearances,doing something just for show"
ぐ,ぐ,ぐ,56,1351,"1,0","tool,means,ingredients (added to soup, rice, etc.),counter for sets of armor, utensils, furniture, etc."
彗星,彗[すい]星[せい],すいせい,56,22680,0,comet
きっかけ,きっかけ,きっかけ,56,1652,0,"chance,start,cue,excuse,motive,impetus,occasion"
キーホルダー,キーホルダー,キーホルダー,56,19415,3,"key ring (encryption),keychain,key chain"
太閤,太[たい]閤[こう],たいこう,56,63440,1,"taikō (esp. Toyotomi Hideyoshi),title for a regent, later for the grand chancellor, also for the father of an Imperial adviser (advisor) who passed the role to his son"
ちゃった,ちゃった,ちゃった,56,2991,,"finished doing,did completely"
ソフト,ソフト,ソフト,56,7821,1,"soft,software,soft hat,felt hat,soft serve ice cream,softball"
祥子,祥子,,56,36705,,"Akiko,Mitsuko,Hiroko,Nagako,Tadako,Sachiko,Sakiko,Sagako,Sakako,Akirako,Yoshiko,Yukiko,Yasuko"
自動的,自[じ]動[どう]的[てき],じどうてき,56,7812,0,automatic
だか,だか,だか,56,2796,"2,1","quantity,amount,volume,number,amount of money"
鮫,鮫[さめ],さめ,55,28930,0,shark
ってば,ってば,ってば,55,1833,,"(I told you) already,come on,speaking of"
合流,合[ごう]流[りゅう],ごうりゅう,55,3275,0,"confluence (of rivers),flowing together,joining,joining (of people, groups, parties, etc.),union,linking up,merging (e.g. of traffic),meeting (up)"
チェッ,チェッ,チェッ,55,11208,1,"tsk,tut,shoot,darn,dang,chirp,tweet"
絵の具,絵[え]の具[ぐ],えのぐ,55,16393,0,"paint,coloring materials,colors,colours"
往復,往[おう]復[ふく],おうふく,55,6744,0,"keeping company (with),socializing,visiting each other,correspondence,exchanging (of letters),round-trip ticket,return ticket,making a round trip,going and returning,coming and going"
身体検査,身[しん]体[たい]検[けん]査[さ],しんたいけんさ,55,24662,5,"frisking,pat-down,search,physical examination,medical checkup"
どう見ても,どう見[み]ても,どうみても,55,3295,,"to all appearances,no matter how you look at it"
踏まえる,踏[ふ]まえる,ふまえる,55,8917,"3,2","to be based on,to take into account,to build upon,to have origin in,to have one's feet firmly planted on,to plant oneself on"
恭子,恭子,,55,35978,,"Sumiko,Yukiko,Yasuko,Noriko,Takako,Taeko,Sumine,Kiyouko,Ayako"
いつの間に,いつの間[ま]に,いつのまに,55,2153,0,"when,at what point"
くさい,くさい,くさい,55,1616,2,"stinking,smelly,suspicious,fishy,clumsy,unskilled,smelling of,looking like,appearing like,smacking of,-ish"
すばらしい,すばらしい,すばらしい,55,2052,4,"wonderful,splendid,magnificent"
切り裂く,切[き]り裂[さ]く,きりさく,55,6625,"3,0","to cut off,to cut up,to tear to pieces"
車椅子,車[くるま]椅[い]子[す],くるまいす,55,19312,3,wheelchair
勇美,勇美,,55,130515,,"Yūmi,Isami,Isayoshi"
追い込む,追[お]い込[こ]む,おいこむ,55,3146,3,"to herd,to drive,to chase,to corral,to corner,to force someone into doing,to go hard,to push yourself,to make a last charge,to run on (e.g. lines in printing),to have two strikes"
転落死,転[てん]落[らく]死[し],てんらくし,55,32593,,"falling to one's death,death from a fall"
りさ,りさ,りさ,55,21867,,Risa
安西,安西,,55,36802,,"Ansai,Yasunishi,Anzei,Anzai"
叫び,叫[さけ]び,さけび,55,5650,3,"shout,cry,outcry,yell,shriek,scream"
竿,竿[さお],さお,55,17253,2,"rod,pole,neck (of a shamisen, etc.),shamisen,beam (i.e. the crossbar of a balance),single line (esp. as a flying formation for geese),penis,counter for flags (on poles),counter for long, thin Japanese sweets (e.g. yōkan)"
毒入り,毒[どく]入[い]り,どくいり,55,31148,0,poisoned
そんなもの,そんなもの,そんなもの,55,1459,,"that's the way it is,such is life"
何時頃,何時[いつ]頃[ごろ],いつごろ,55,23441,0,"about when,about what time,how soon"
メンバー,メンバー,メンバー,55,2116,1,"member,participant,attendee,lineup (sport)"
編集長,編[へん]集[しゅう]長[ちょう],へんしゅうちょう,55,12687,3,editor-in-chief
あの世,あの世[よ],あのよ,55,5996,"0,3","the other world,the next world,the world beyond,world after death"
竹田,竹田,,55,37051,,"Chikuda,Okamura,Taketa,Takeda"
監督,監[かん]督[とく],かんとく,55,3617,0,"supervision,control,superintendence,direction,director,superintendent,supervisor,coach,foreman,manager,overseer,controller,boss"
ダメダメ,ダメダメ,ダメダメ,54,4635,,"no no,don't!,entirely useless,completely worthless"
デッキ,デッキ,デッキ,54,14670,"1,0","deck (of cards),tape deck,observation deck (esp. at an airport),platform (at the end of a railway passenger car),vestibule,deck (attached to a building),deck (of a ship)"
松一郎,松一郎,,54,206213,,"Matsuichirō,Shouichirō"
西津,西津,,54,152311,,"Nishizu,Nishizu,Saizu,Saitsu"
おたく,おたく,おたく,54,4280,0,"your house,your home,your family,your husband,your organization,you"
犬伏,犬伏,,54,113592,2,"Inufushi,Inufuse,Inubushi,Inubuse"
ノブ,ノブ,ノブ,54,14751,1,"knob,doorknob"
つるす,つるす,つるす,54,23278,0,"to hang,to hang up"
表す,表[あらわ]す,あらわす,54,3892,3,"to represent,to signify,to stand for,to reveal,to show,to display,to express,to make widely known"
花壇,花[か]壇[だん],かだん,54,14362,1,flower bed
おびえる,おびえる,おびえる,54,5147,"0,3","to become frightened,to be frightened (of),to be scared (of)"
招待,招[しょう]待[たい],しょうたい,54,4807,1,invitation
てよ,てよ,てよ,54,3476,,"please ...,would you ...,expresses a firm view or feeling"
長髪,長[ちょう]髪[はつ],ちょうはつ,54,17763,0,long hair (usu. of a man)
光明,光[こう]明[みょう],こうみょう,54,20375,0,"light emanating from a buddha or bodhisattva, symbolizing their wisdom and compassion,hope,bright future,bright light"
天下,天[てん]下[か],てんか,54,5689,1,"the whole world,the whole country,society,the public,supremacy over a nation,government of a country,the ruling power,having one's own way,doing as one pleases,peerless,incomparable,superlative,world-famous,shogun (Edo period)"
一郎,一郎,,54,18051,0,"Kazuo,Itsurou,Ichio,Kazurou"
ということだ,ということだ,ということだ,54,2543,,"it appears as if ...,I've heard that ...,rumour has it that ..."
ひそか,ひそか,ひそか,54,7330,"2,1","secret,private,surreptitious"
１杯,１[いっ]杯[ぱい],いっぱい,54,5562,"1,0","one cup (of),one glass (of),one bowl (of),cupful,glassful,bowlful,spoonful,one (boat),one (squid, octopus, crab, etc.),all of ...,the entire ...,a lot,much,many,one drink (of alcohol),full,filled (with),brimming (with),crowded,packed,fully,to capacity,to the maximum,as much as possible"
幸子,幸子,,54,31074,1,"Sachiko,Yukko,Yukiko,Yuiko,Miyukiko,Toshiko,Takako,Sakiko,Kazuko"
ベル,ベル,ベル,54,5007,1,bell
争う,争[あらそ]う,あらそう,54,3049,3,"to compete,to contest,to contend,to quarrel,to argue,to dispute,to be at variance,to oppose,to deny (e.g. evidence)"
としか,としか,としか,54,5490,0,"urbanization,urbanisation"
留,留[りゅう],りゅう,54,20066,1,stationary point
蟹江,蟹江,,54,67462,,"Kaie,Kanie"
稽古,稽[けい]古[こ],けいこ,54,6725,5,"practice,practising,training,study"
誘拐事件,誘[ゆう]拐[かい]事[じ]件[けん],ゆうかいじけん,54,18692,5,"kidnapping,kidnaping"
よっぽど,よっぽど,よっぽど,54,1814,0,"very,greatly,much,considerably,to a large extent,quite,just about to,almost,very nearly"
いい人,いい人[ひと],いいひと,53,1816,1,"good-natured person,good person,(one's) lover,boyfriend,girlfriend"
あああ,あああ,あああ,53,1867,,"aah!,ooh!,oh no!,oh boy!"
晶子,晶[しょう]子[し],しょうし,53,64504,1,crystallite
所へ,所[ところ]へ,ところへ,53,4357,"3,0","thereupon,shortly thereafter"
浩太,浩太,,53,80958,,Hirota
この先,この先[さき],このさき,53,1369,0,"from now on,after this,in the future,beyond this point,ahead"
空ける,空[あ]ける,あける,53,3729,0,"to open (a door, etc.),to unwrap (e.g. parcel, package),to unlock,to open (for business, etc.),to empty,to remove,to make space,to make room,to move out,to clear out,to be away from (e.g. one's house),to leave (temporarily),to dawn,to grow light,to end (of a period, season),to begin (of the New Year),to leave (one's schedule) open,to make time (for),to make (a hole),to open up (a hole)"
叫び声,叫[さけ]び声[ごえ],さけびごえ,53,5597,4,"shout,yell,scream,cry"
連れ出す,連[つ]れ出[だ]す,つれだす,53,4271,3,"to take (someone) out (for a walk, to lunch, etc.),to entice out,to lure away"
漏らす,漏[も]らす,もらす,53,3854,2,"to let leak,to let out (e.g. light),to let out (a secret),to leak (information),to divulge,to disclose,to let slip,to give utterance to (e.g. one's dissatisfaction),to vent,to express,to reveal (e.g. one's true intentions),to let out (a sigh, etc.),to wet one's pants,to omit,to leave out,to fail to do,to miss,to omit (by mistake),to forget to do"
いくら何でも,いくら何[なん]でも,いくらなんでも,53,7377,,"no matter how you put it,whatever the circumstances may be,say what you like,no matter how you look at it"
１人暮らし,１[ひと]人[り]暮[ぐ]らし,ひとりぐらし,53,14631,4,"living by oneself,living alone"
しょう,しょう,しょう,53,2649,0,"to carry on one's back,to be burdened with,to take responsibility for,to have (something) in the background,to be in front (of something),to be conceited,to think highly of oneself"
保護,保[ほ]護[ご],ほご,53,3436,1,"protection,safeguard,guardianship,custody,patronage,preservation,conservation"
着ぐるみ,着[き]ぐるみ,きぐるみ,53,13504,0,cartoon-character costume
この前,この前[まえ],このまえ,53,4596,3,"last time,the other day,previously,before,earlier,recently,last (Sunday, summer, etc.),previous (e.g. mayor, chapter),preceding"
べ,べ,べ,53,1645,1,"word used at sentence-end (like a particle) to indicate speculation, volition or invitation,familiar suffix used after a personal name"
嬢ちゃん,嬢[じょう]ちゃん,じょうちゃん,53,5168,1,"young girl,young lady"
完了,完[かん]了[りょう],かんりょう,53,2058,0,"completion,conclusion,perfect (tense)"
っきり,っきり,っきり,53,3910,,"(ever) since,after,continuously,remaining (in a particular state),only,just"
手伝い,手伝[てつだ]い,てつだい,53,2436,3,"helper,assistant,help,assistance"
美冬,美冬,,53,87631,,Mifuyu
もういい,もういい,もういい,53,1077,,"I've had enough (e.g. when offered something),that's enough,skip it,drop it"
重り,重[おも]り,おもり,53,28033,0,"weight,sinker"
日影,日[ひ]影[かげ],ひかげ,53,76283,0,"shade,shadow,sunshine,sunlight"
脇,脇[わき],わき,53,4439,2,"armpit,under one's arm,side,flank,beside,close to,near,by,aside,to the side,away,out of the way,off-track,off-topic,deuteragonist,supporting role,second verse (in a linked series of poems)"
洋館,洋[よう]館[かん],ようかん,53,25552,0,Western-style house (esp. one built in the Meiji or Taisho periods)
かう,かう,かう,53,1786,0,"to buy,to purchase,to value (highly),to think highly of,to have a high opinion of,to appreciate,to recognize,to incur (someone's anger, displeasure, etc.),to elicit (e.g. sneers),to invite (e.g. scorn),to evoke,to arouse,to win (someone's favour),to accept,to take on,to take up,to pay for (a prostitute, geisha, etc.)"
はずがない,はずがない,はずがない,53,2467,,"it cannot be that ...,it is highly unlikely that ...,it is impossible that ..."
財産,財[ざい]産[さん],ざいさん,53,5116,"1,0","property,fortune,assets"
吉右衛門,吉右衛門,,53,93774,,"Yoshiuemon,Kichiemon,Kichiuemon"
店内,店[てん]内[ない],てんない,53,6094,1,"inside of a store (restaurant, café, etc.),store interior,on the premises"
駆け寄る,駆[か]け寄[よ]る,かけよる,53,7439,"0,3","to run up to,to rush over"
網,網[あみ],あみ,53,7781,2,"net,netting,web"
直美,直美,,53,48429,,"Naomi,Sugumi"
警部補,警[けい]部[ぶ]補[ほ],けいぶほ,52,20334,3,assistant inspector
初音,初[はつ]音[ね],はつね,52,58515,0,first warbling heard in a New Year
へんか,へんか,へんか,52,16870,"1,0","change,variation,alteration,mutation,transition,transformation,transfiguration,metamorphosis,variety,diversity,inflection,declension,conjugation,sidestepping"
所詮,所[しょ]詮[せん],しょせん,52,3243,0,"after all,in the end,anyway,(cannot) possibly,(not) at all,(not) by any means,(not) ever"
すれ違う,すれ違[ちが]う,すれちがう,52,5323,"4,0","to pass (by) each other,to brush past,to miss (meeting) each other,to fail to meet,to be at odds,to clash,to be in conflict"
堀田,堀田,,52,39593,0,"Hotta,Horida,Horita,Hotsuta"
賭け,賭[か]け,かけ,52,4920,2,"bet,wager,stake,gamble"
スキー,スキー,スキー,52,13840,2,"skiing,ski,skis"
業,業[ごう],ごう,52,4011,1,"karma,result of one's karma,fate,destiny,uncontrollable temper"
そんなもん,そんなもん,そんなもん,52,1711,,"that's the way it is,such is life"
挟まる,挟[はさ]まる,はさまる,52,10340,3,"to get between,to be caught in"
袖,袖[そで],そで,52,5322,0,"sleeve,wing (of a stage, desk, gate, etc.),flap (of a dust jacket)"
大嶺,大嶺,,52,160188,,"Oomine,Omine,Ooryō,Oomone"
富樫,富樫,,52,53471,1,"Tougaki,Tomigashi,Tomiken,Tomikashi,Togashi,Tokashi,Tongashi"
袖口,袖[そで]口[ぐち],そでぐち,52,25044,0,"cuff,armhole"
放送,放[ほう]送[そう],ほうそう,52,3751,0,"broadcasting,broadcast,program,announcement"
カブトムシ,カブトムシ,カブトムシ,52,23276,0,"rhinoceros beetle (esp. the Japanese rhinoceros beetle, Trypoxylus dichotomus)"
かね,かね,かね,52,4977,0,"bell (often a large hanging bell),chime"
半月,半[はん]月[げつ],はんげつ,52,10799,"4,0","half a month,half-moon,semicircle"
江原,江原,,52,68214,1,"Ehara,Ewara,Ebara"
井上,井上,,52,15889,0,"Ikami,Miyamoto,Unoue,Ueno,Inokami,Inoe,Inouta,Inouezaki,Inoue,Inei,Inae,Iue"
敢,敢[いさみ],いさみ,52,80603,,"Tsuyoshi,Isami"
人殺し,人[ひと]殺[ごろ]し,ひとごろし,52,4319,"0,5","murder,murderer"
がいしゃ,がいしゃ,がいしゃ,52,35367,0,"paddle wheel,foreign-made car,imported car"
辰彦,辰彦,,52,119917,,"Tokihiko,Tatsuhiko"
広瀬,広瀬,,52,39629,1,"Hirose,Serujio,Hiroshige"
カタカナ,カタカナ,カタカナ,52,24036,"3,2","katakana,angular Japanese syllabary used primarily for loanwords"
１発,１[いっ]発[ぱつ],いっぱつ,52,7381,"0,4","one blow,one punch,win on the first go-around after calling rīchi,one try,one attempt,home run,one shot,one charge,one explosion"
編,編[へん],へん,52,7056,1,"compilation (of a text),editing,volume (of a text),completed literary work"
光栄,光[こう]栄[えい],こうえい,52,2728,0,"honour,honor,glory,privilege"
しかた,しかた,しかた,52,4656,0,"way,method,means,resource,course"
秀吉,秀吉,,52,29741,0,"Hideyoshi,Hidekichi,Shuukichi"
どこにも,どこにも,どこにも,52,5043,,"everywhere,anywhere,(not) anywhere,nowhere"
