"Reading","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions"
"鳴らす","鳴[な]らす","ならす","145","3668","0","to ring,to sound,to chime,to beat,to snort (nose),to snap (fingers),to crack (joints),to be popular,to be esteemed,to be reputed,to state,to insist,to complain,to fart (loudly)"
"時刻","時[じ]刻[こく]","じこく","145","4191","1","time,(the) hour,favourable time,opportunity,chance"
"帰り","帰[かえ]り","かえり","145","1261","3","return,coming back"
"回す","回[まわ]す","まわす","145","1168","0","to turn (to a new use),to use (for something else),to operate (e.g. business, shop),to gang-rape,to dial (a telephone number),to invest (money),to lend,to put (an arm) around (e.g. someone's waist),to reach around,to surround (something) with,to enclose with,to ... around (e.g. chase, fool, play),to do all over,to do everywhere,to do completely,to put (someone in a position),to make (e.g. an enemy of),to turn on (something that turns or has a rotating part, e.g. a washing machine),to start up (e.g. an engine),to give (something) a spin,to move (someone or something to where its needed),to send,to bring,to transfer,to forward,to direct,to submit,to pass around,to send around,to hand around,to circulate,to turn,to rotate,to spin,to twist,to gyrate"
"ご苦労","ご苦[く]労[ろう]","ごくろう","145","1251","2","trouble (I have put you through),(your) hard work,thank you (for your hard work),I appreciate your efforts"
"思いつく","思[おも]いつく","おもいつく","144","1781","4,0,2","to think of,to hit upon,to come into one's mind,to be struck with an idea,to remember,to recall"
"いねえ","いねえ","いねえ","144","3311","","Inee,Inanaga,Inaga,Inaei,Inenaga"
"罠","罠[わな]","わな","144","3609","1","trap (for catching animals),snare,trap,trick,ruse"
"探偵事務所","探[たん]偵[てい]事[じ]務[む]所[しょ]","たんていじむしょ","144","31447","","detective bureau,detective agency,investigation firm"
"外れる","外[はず]れる","はずれる","144","1844","0","to be contrary to,to go against,to be disconnected,to get out of place,to be off,to be out (e.g. of gear),to miss the mark,to get it wrong (e.g. guess, expectation),to draw a blank (e.g. lottery),to be removed,to be excluded"
"気絶","気[き]絶[ぜつ]","きぜつ","144","4578","0","faint,fainting,losing consciousness"
"去年","去[きょ]年[ねん]","きょねん","144","1776","1","last year"
"ござる","ござる","ござる","144","597","2","to be"
"夕食","夕[ゆう]食[しょく]","ゆうしょく","144","3453","0","evening meal,dinner"
"んで","んで","んで","144","2449","","and then,and so,and,so then"
"しゃべる","しゃべる","しゃべる","144","1063","2","to talk,to chat,to chatter"
"認める","認[したた]める","したためる","144","641","4","to write (e.g. a letter),to draw up (a document),to take down (e.g. notes),to have (lunch, dinner, etc.),to eat"
"ピアノ","ピアノ","ピアノ","144","5993","0","piano (dynamic),piano (instrument)"
"日記","日[にっ]記[き]","にっき","144","6027","0","diary,journal"
"ちょこ","ちょこ","ちょこ","144","4560","1","sake cup,small deep porcelain bowl for serving food"
"機","機[き]","き","144","2301","1","chance,opportunity,machine,aircraft,counter for aircraft,counter for (remaining) lives"
"お嬢さん","お嬢[じょう]さん","おじょうさん","143","2535","2","young lady,(another's) daughter"
"どうしよう","どうしよう","どうしよう","143","653","","what to do"
"わっ","わっ","わっ","143","1032","1","boo! (sound used to scare someone),ugh (dissatisfaction, aggravation),ulp (consternation)"
"番組","番[ばん]組[ぐみ]","ばんぐみ","143","3424","0,4","program (e.g. TV),programme"
"呪い","呪[のろ]い","のろい","143","3386","0,2,3","curse,spell,malediction"
"今まで","今[いま]まで","いままで","143","398","3","until now,till now,up to now,up to the present,so far"
"１枚","１[いち]枚[まい]","いちまい","143","2885","2","one (thin, flat object),one sheet"
"め","め","め","143","765","1","eye,eyeball,eyesight,sight,vision,look,stare,gaze,glance,notice,attention,observation,eyes (of the world, public, etc.),an experience,viewpoint,discrimination,discernment,judgement,eye (e.g. for quality),(an) appearance,chance (of success),possibility (of a good result),spacing (between crossed strands of a net, mesh, etc.),opening,stitch,texture,weave,grain (of wood, paper),eye (of a storm, needle, etc.),intersection (on a go board),square (on a chessboard),dot (on a dice),pip,rolled number,graduation,division (of a scale),tooth (of a saw, comb, etc.),ordinal number suffix,somewhat,-ish,point (e.g. of change)"
"遺書","遺[い]書[しょ]","いしょ","143","10588","1","note left by a dead person,suicide note,testamentary letter,will,testament,posthumous work"
"この辺り","この辺[あた]り","このあたり","143","2394","","this area,around here"
"会長","会[かい]長[ちょう]","かいちょう","142","3708","0","president (of a society),chairman"
"平気","平[へい]気[き]","へいき","142","937","0","cool,calm,composed,unconcerned,nonchalant,unmoved,indifferent,all right,fine,OK,okay"
"おっしゃる","おっしゃる","おっしゃる","142","1465","3","to say,to speak,to tell,to be called"
"隙間","隙[すき]間[ま]","すきま","142","3845","0","gap,opening,aperture,crevice,crack,chink,space,spare moment,interval,break,unguarded moment,carelessness,chink in one's armor,weak spot"
"悲鳴","悲[ひ]鳴[めい]","ひめい","142","2447","0","shriek,scream"
"着替える","着[き]替[が]える","きがえる","142","1588","3,2","to change (one's clothes)"
"風呂","風[ふ]呂[ろ]","ふろ","142","2353","2,1","bath,bathing,bathtub,bathroom,bathhouse,public bath,room for drying lacquerware,base (wooden joint connecting the blade of a hoe, spade, etc., to the handle)"
"到着","到[とう]着[ちゃく]","とうちゃく","142","1716","0","arrival"
"もしも","もしも","もしも","142","1982","1","if,in case,supposing"
"どの","どの","どの","141","889","1","which,what (way)"
"協力","協[きょう]力[りょく]","きょうりょく","141","916","0","cooperation,collaboration,help,support"
"棚","棚[たな]","たな","141","3770","0","shelf,ledge,rack,trellis"
"具合","具[ぐ]合[あい]","ぐあい","141","1530","0","face,dignity,decency,propriety,circumstance,luck,way,manner,health,state (of health),condition,state"
"リモコン","リモコン","リモコン","141","10995","0","remote control"
"おとなしい","おとなしい","おとなしい","140","1494","4","gentle,quiet,mild,meek,obedient,docile,well-behaved,tame,quiet (color, pattern, etc.),sober"
"５分","５[ご]分[ふん]","ごふん","140","2955","1","five minutes"
"土","土[つち]","つち","140","2657","2","earth,soil,dirt,clay,mud,the earth (historically, esp. as opposed to the heavens),the ground,the land,low-quality torinoko-gami (containing mud),(period of) refraining from construction in the direction of the god of the earth (in Onmyōdō)"
"忙しい","忙[いそが]しい","いそがしい","140","716","3","busy,occupied,hectic,restless,hurried,fidgety"
"子たち","子[こ]たち","こたち","140","1693","2,1","children"
"おなか","おなか","おなか","140","1471","0","belly,abdomen,stomach"
"ガムテープ","ガムテープ","ガムテープ","140","25216","3","packing tape"
"カップ","カップ","カップ","139","4869","1","cup (drinking vessel, measure, brassiere, prize, etc.)"
"たまる","たまる","たまる","139","993","0","to collect,to gather,to save,to accumulate,to pile up"
"医者","医[い]者[しゃ]","いしゃ","139","1591","0","doctor,physician"
"崖","崖[がけ]","がけ","139","6370","0","cliff,precipice,precipice,brink of a dangerous situation"
"疲れる","疲[つか]れる","つかれる","139","689","3","to get tired,to tire,to get fatigued,to become exhausted,to grow weary,to become worn out (of a well-used object),to starve"
"英語","英[えい]語[ご]","えいご","139","3044","0","English (language)"
"もうすぐ","もうすぐ","もうすぐ","139","776","","soon,shortly,before long,nearly,almost"
"霧","霧[きり]","きり","139","4955","0","fog,mist,spray"
"ことがある","ことがある","ことがある","139","743","","(for something) to happen on occasion,(for something) to have occurred,to have done (something)"
"について","について","について","139","514","","per,for every,about,on,regarding,concerning"
"くせに","くせに","くせに","139","692","","and yet,though,when,in spite of"
"旅行","旅[りょ]行[こう]","りょこう","139","2231","0","travel,trip,journey,excursion,tour"
"店長","店[てん]長[ちょう]","てんちょう","138","3884","1","shop manager"
"馬","馬[うま]","うま","138","2742","2","horse,horse racing,promoted bishop,knight (court card in mekuri karuta and unsun karuta)"
"焦る","焦[あせ]る","あせる","138","1489","2","to be in a hurry,to be impatient,to be anxious (to do),to fret,to get a fright,to panic,to get flustered,to be startled"
"ずつ","ずつ","ずつ","138","1589","","apiece,each,at a time,piecemeal"
"最高","最[さい]高[こう]","さいこう","138","636","0","best,supreme,wonderful,finest,highest,maximum,most,uppermost,supreme"
"針","針[はり]","はり","138","3904","1","malice,needle,pin,hook,stinger,thorn,hand (e.g. clock, etc.),pointer,staple (for a stapler),needlework,sewing,counter for stitches"
"妃","妃[きさき]","きさき","137","18490","2,0","empress (consort),queen (consort)"
"いたす","いたす","いたす","137","733","2,0","to do"
"調子","調[ちょう]子[し]","ちょうし","137","723","0","tune,tone,key,pitch,time,rhythm,vein,mood,way,manner,style,knack,condition,state of health,shape,impetus,spur of the moment,strain,trend"
"いったん","いったん","いったん","137","2613","0","once,for a short time,briefly,temporarily,one morning"
"引っかける","引[ひ]っかける","ひっかける","137","11603","4","to hang (something) on (something),to throw on (clothes),to hook,to catch,to trap,to ensnare,to cheat,to evade payment,to jump a bill,to drink (alcohol),to splash someone (with),to hit the ball off the end of the bat"
"平","平[ひら]","ひら","137","7712","1","something broad and flat,common,ordinary,plain,rank-and-file,low-ranking employee,freshman,novice,private"
"昼間","昼[ひる]間[ま]","ひるま","137","2211","0","daytime,during the day,time from sunrise until sunset,diurnal period"
"痕跡","痕[こん]跡[せき]","こんせき","137","4919","0","trace,vestige,mark,sign,evidence"
"合鍵","合[あい]鍵[かぎ]","あいかぎ","137","17159","0","duplicate key,master key,passkey,skeleton key"
"買い物","買[か]い物[もの]","かいもの","137","1712","0","shopping,purchased goods"
"包丁","包[ほう]丁[ちょう]","ほうちょう","137","5488","0","kitchen knife,cooking,food"
"４つ","４[よっ]つ","よっつ","137","4917","3,0","four,4,four years of age,ten o'clock (in the old time system),burakumin,cross grips"
"ありがとうございました","ありがとうございました","ありがとうございました","136","631","","thank you"
"飛ばす","飛[と]ばす","とばす","136","1875","0","to let fly,to make fly,to send flying,to blow off (e.g. in the wind),to launch,to fire,to hurl,to shoot,to skip over,to leave out,to omit,to drop (e.g. a stitch),to run fast,to drive fast,to gallop,to spray,to splash,to spatter,to say without reservation,to call out (e.g. a jeer),to rattle off (e.g. a joke),to spread (e.g. a rumour),to circulate,to send out (a message),to issue (e.g. an appeal),to transfer (to a less important post),to send away (e.g. to a provincial branch),to demote,to dispatch quickly (e.g. a reporter),to get rid of,to burn off (alcohol),to attack (e.g. with a leg manoeuvre),to do vigorously,to do roughly,to do energetically"
